ID_SAMPLE,GENE,SIMILARITY_RATE,WITHIN_THRESHOLD?
1812400,BRAF,11,NO
2349474,BRAF,0,NO
2443547,BRAF,1,NO
685167,BRAF,0,NO
2349557,BRAF,3,NO
1941873,BRAF,4,NO
1762614,BRAF,1,NO
1515779,BRAF,1,NO
2349647,BRAF,3,NO
1540156,BRAF,1,NO
2801315,BRAF,1,NO
1790483,BRAF,1,NO
2121629,BRAF,1,NO
1470143,BRAF,3,NO
1598315,BRAF,6,NO
2443638,BRAF,2,NO
1686985,BRAF,1,NO
2372476,BRAF,5,NO
1686921,BRAF,6,NO
2615095,BRAF,2,NO
888062,BRAF,9,NO
2615076,BRAF,5,NO
2121537,BRAF,1,NO
2615085,BRAF,5,NO
2443563,BRAF,1,NO
1673893,BRAF,4,NO
2349555,BRAF,29,NO
1751811,BRAF,3,NO
2349402,BRAF,2,NO
1812353,BRAF,2,NO
1708650,BRAF,0,NO
2121792,BRAF,3,NO
1309919,BRAF,10,NO
2801354,BRAF,2,NO
1098017,BRAF,0,NO
2007680,BRAF,0,NO
1686946,BRAF,9,NO
906097,BRAF,1,NO
1812915,BRAF,3,NO
2545648,BRAF,0,NO
1335240,BRAF,4,NO
1038589,BRAF,2,NO
1762611,BRAF,0,NO
2520819,BRAF,14,NO
2349909,BRAF,15,NO
1545625,BRAF,2,NO
2466842,BRAF,0,NO
1665446,BRAF,0,NO
2471411,BRAF,5,NO
852218,BRAF,1,NO
2151528,BRAF,26,NO
1515780,BRAF,4,NO
2653821,BRAF,2,NO
684513,BRAF,11,NO
2121647,BRAF,12,NO
1993527,BRAF,0,NO
890041,BRAF,0,NO
1812851,BRAF,1,NO
1540444,BRAF,1,NO
1335244,BRAF,17,NO
1838445,BRAF,1,NO
1540183,BRAF,4,NO
1038562,BRAF,2,NO
2349803,BRAF,0,NO
1540146,BRAF,3,NO
887702,BRAF,0,NO
906083,BRAF,1,NO
1686911,BRAF,0,NO
890100,BRAF,4,NO
1757029,BRAF,6,NO
2520742,BRAF,1,NO
2349520,BRAF,50,NO
1470148,BRAF,12,NO
1045129,BRAF,1,NO
684488,BRAF,2,NO
1539802,BRAF,1,NO
1723496,BRAF,0,NO
2349443,BRAF,4,NO
2163802,BRAF,2,NO
2349581,BRAF,1,NO
1686910,BRAF,4,NO
1812925,BRAF,2,NO
1687127,BRAF,2,NO
2349798,BRAF,5,NO
1154474,BRAF,7,NO
2589955,BRAF,2,NO
1295548,BRAF,3,NO
2869950,BRAF,3,NO
1540346,BRAF,2,NO
1797991,BRAF,3,NO
1539792,BRAF,0,NO
1812421,BRAF,4,NO
1082443,BRAF,2,NO
2349714,BRAF,1,NO
1941861,BRAF,2,NO
1038648,BRAF,1,NO
2349451,BRAF,1,NO
1102507,BRAF,4,NO
2349919,BRAF,0,NO
1150295,BRAF,41,NO
1838460,BRAF,6,NO
1812841,BRAF,1,NO
685790,BRAF,1,NO
2587205,BRAF,6,NO
2349656,BRAF,0,NO
1065601,BRAF,5,NO
1467769,BRAF,5,NO
2349412,BRAF,2,NO
1867695,BRAF,4,NO
2724235,BRAF,0,NO
1065594,BRAF,0,NO
1038664,BRAF,78,NO
886668,BRAF,2,NO
1025242,BRAF,5,NO
2121773,BRAF,3,NO
1038630,BRAF,5,NO
2121764,BRAF,4,NO
684501,BRAF,1,NO
1757101,BRAF,1,NO
2801314,BRAF,1,NO
892411,BRAF,4,NO
1151102,BRAF,1,NO
2349907,BRAF,1,NO
1539801,BRAF,2,NO
2349772,BRAF,1,NO
886562,BRAF,1,NO
1025859,BRAF,4,NO
1812447,BRAF,0,NO
2642714,BRAF,3,NO
889147,BRAF,2,NO
889148,BRAF,3,NO
1025222,BRAF,1,NO
1819950,BRAF,1,NO
892420,BRAF,3,NO
2372464,BRAF,1,NO
2760716,BRAF,0,NO
2574523,BRAF,1,NO
1237992,BRAF,15,NO
1941878,BRAF,1,NO
891591,BRAF,8,NO
1812475,BRAF,2,NO
1812373,BRAF,5,NO
1723556,BRAF,7,NO
2151523,BRAF,64,NO
1065638,BRAF,2,NO
1867722,BRAF,2,NO
1751758,BRAF,17,NO
685241,BRAF,7,NO
1687051,BRAF,4,NO
2839324,BRAF,0,NO
1757192,BRAF,2,NO
2380391,BRAF,0,NO
2121533,BRAF,4,NO
2637739,BRAF,10,NO
1756978,BRAF,1,NO
1540201,BRAF,1,NO
2443585,BRAF,2,NO
1539964,BRAF,5,NO
2520832,BRAF,1,NO
890116,BRAF,5,NO
2642733,BRAF,5,NO
2520784,BRAF,2,NO
1869520,BRAF,4,NO
1813379,BRAF,0,NO
1571196,BRAF,7,NO
685164,BRAF,5,NO
887547,BRAF,1,NO
1757033,BRAF,0,NO
898253,BRAF,5,NO
1812390,BRAF,11,NO
2121589,BRAF,4,NO
683840,BRAF,13,NO
2520790,BRAF,2,NO
1819947,BRAF,2,NO
2686429,BRAF,0,NO
1545633,BRAF,2,NO
1757117,BRAF,0,NO
686399,BRAF,8,NO
892484,BRAF,1,NO
687438,BRAF,4,NO
1757251,BRAF,1,NO
1762620,BRAF,2,NO
1757227,BRAF,15,NO
1852086,BRAF,5,NO
2520787,BRAF,1,NO
1065571,BRAF,1,NO
2686438,BRAF,5,NO
888845,BRAF,1,NO
1540076,BRAF,8,NO
1038585,BRAF,1,NO
886666,BRAF,3,NO
1790459,BRAF,3,NO
1540167,BRAF,2,NO
1993543,BRAF,2,NO
1038670,BRAF,1,NO
2653855,BRAF,1,NO
2801287,BRAF,1,NO
1812440,BRAF,10,NO
1993453,BRAF,4,NO
1812384,BRAF,5,NO
1812703,BRAF,1,NO
2121514,BRAF,6,NO
1686970,BRAF,4,NO
1812424,BRAF,5,NO
2349730,BRAF,9,NO
2349836,BRAF,4,NO
2520841,BRAF,32,NO
1065608,BRAF,2,NO
2834143,BRAF,1,NO
2121531,BRAF,1,NO
1065189,BRAF,5,NO
2653810,BRAF,4,NO
889051,BRAF,1,NO
1703628,BRAF,0,NO
2121760,BRAF,1,NO
2686473,BRAF,1,NO
1757046,BRAF,1,NO
683814,BRAF,0,NO
684484,BRAF,1,NO
2839329,BRAF,6,NO
2439324,BRAF,1,NO
1431456,BRAF,3,NO
1098013,BRAF,15,NO
1038652,BRAF,1,NO
1812927,BRAF,0,NO
2349501,BRAF,8,NO
2579015,BRAF,0,NO
1025229,BRAF,0,NO
2151521,BRAF,0,NO
687430,BRAF,13,NO
2349631,BRAF,6,NO
1038597,BRAF,1,NO
2520847,BRAF,56,NO
2801359,BRAF,0,NO
683820,BRAF,8,NO
1797978,BRAF,4,NO
2163834,BRAF,1,NO
2349632,BRAF,2,NO
1798044,BRAF,1,NO
1675407,BRAF,1,NO
888421,BRAF,1,NO
1838414,BRAF,1,NO
2574534,BRAF,15,NO
2349438,BRAF,1,NO
1812344,BRAF,2,NO
2349824,BRAF,1,NO
1540221,BRAF,5,NO
1038594,BRAF,8,NO
686406,BRAF,1,NO
1757250,BRAF,1,NO
2439330,BRAF,1,NO
2349875,BRAF,6,NO
2349757,BRAF,1,NO
2121510,BRAF,2,NO
1584538,BRAF,1,NO
887546,BRAF,0,NO
1470175,BRAF,1,NO
2439360,BRAF,1,NO
1757111,BRAF,4,NO
1075319,BRAF,6,NO
1790485,BRAF,2,NO
2587180,BRAF,1,NO
2013701,BRAF,2,NO
1993581,BRAF,2,NO
1686944,BRAF,2,NO
889194,BRAF,2,NO
1065589,BRAF,1,NO
1545639,BRAF,0,NO
1292509,BRAF,11,NO
1097880,BRAF,3,NO
1539874,BRAF,1,NO
1661883,BRAF,3,NO
888528,BRAF,0,NO
686415,BRAF,13,NO
1545628,BRAF,0,NO
1812403,BRAF,0,NO
2121544,BRAF,2,NO
2007647,BRAF,5,NO
889232,BRAF,4,NO
2197824,BRAF,5,NO
1812708,BRAF,4,NO
686476,BRAF,1,NO
1813390,BRAF,0,NO
2686431,BRAF,41,NO
2574558,BRAF,1,NO
2121804,BRAF,0,NO
1704438,BRAF,2,NO
2349640,BRAF,0,NO
2349477,BRAF,3,NO
1757064,BRAF,2,NO
2520810,BRAF,0,NO
890105,BRAF,3,NO
1335209,BRAF,1,NO
1747837,BRAF,1,NO
1798003,BRAF,1,NO
2121634,BRAF,5,NO
888866,BRAF,12,NO
2349473,BRAF,1,NO
1812354,BRAF,0,NO
897735,BRAF,5,NO
1097926,BRAF,0,NO
888996,BRAF,0,NO
1470196,BRAF,0,NO
1083477,BRAF,1,NO
2163856,BRAF,5,NO
1797977,BRAF,3,NO
1292511,BRAF,8,NO
1154117,BRAF,1,NO
1304380,BRAF,27,NO
2443528,BRAF,1,NO
2574589,BRAF,1,NO
852217,BRAF,1,NO
892424,BRAF,8,NO
2163817,BRAF,2,NO
886159,BRAF,2,NO
1812902,BRAF,1,NO
2163861,BRAF,1,NO
886558,BRAF,1,NO
888077,BRAF,4,NO
1993420,BRAF,1,NO
2839475,BRAF,10,NO
889213,BRAF,3,NO
2439320,BRAF,0,NO
1686952,BRAF,6,NO
1237984,BRAF,0,NO
1065635,BRAF,0,NO
2297959,BRAF,3,NO
1965415,BRAF,5,NO
1479489,BRAF,12,NO
683837,BRAF,1,NO
1812468,BRAF,6,NO
1540071,BRAF,0,NO
2839331,BRAF,1,NO
1838447,BRAF,2,NO
1540194,BRAF,0,NO
2615094,BRAF,30,NO
1812431,BRAF,3,NO
2869863,BRAF,5,NO
1045142,BRAF,9,NO
2760725,BRAF,0,NO
887482,BRAF,2,NO
1723729,BRAF,3,NO
2520840,BRAF,0,NO
1479511,BRAF,2,NO
1216998,BRAF,1,NO
2520733,BRAF,5,NO
1993423,BRAF,78,NO
1812504,BRAF,24,NO
1223335,BRAF,1,NO
1539967,BRAF,4,NO
2349861,BRAF,3,NO
1540413,BRAF,3,NO
1097962,BRAF,2,NO
2843091,BRAF,2,NO
1757282,BRAF,7,NO
1540173,BRAF,1,NO
2471424,BRAF,4,NO
1757114,BRAF,7,NO
2163787,BRAF,1,NO
1065546,BRAF,2,NO
2520818,BRAF,6,NO
1723585,BRAF,0,NO
1154484,BRAF,2,NO
1675377,BRAF,1,NO
1038673,BRAF,75,NO
1136680,BRAF,13,NO
898230,BRAF,0,NO
2121614,BRAF,6,NO
2349418,BRAF,1,NO
1723445,BRAF,2,NO
2720416,BRAF,16,NO
2587200,BRAF,2,NO
2843100,BRAF,17,NO
906098,BRAF,9,NO
2443597,BRAF,4,NO
1790492,BRAF,8,NO
1540343,BRAF,2,NO
1812393,BRAF,1,NO
1812370,BRAF,0,NO
684536,BRAF,1,NO
1812470,BRAF,11,NO
2492709,BRAF,9,NO
1812714,BRAF,2,NO
1820021,BRAF,3,NO
2520736,BRAF,1,NO
2163815,BRAF,1,NO
1812893,BRAF,5,NO
1470199,BRAF,1,NO
2349313,BRAF,7,NO
1838424,BRAF,3,NO
2612671,BRAF,1,NO
1812568,BRAF,0,NO
686395,BRAF,1,NO
2339469,BRAF,0,NO
890046,BRAF,2,NO
1812366,BRAF,2,NO
2686440,BRAF,3,NO
1723528,BRAF,66,NO
889197,BRAF,1,NO
1819951,BRAF,4,NO
2349472,BRAF,1,NO
1687079,BRAF,4,NO
2013595,BRAF,2,NO
2801307,BRAF,2,NO
2520739,BRAF,1,NO
886168,BRAF,0,NO
2720112,BRAF,0,NO
2760739,BRAF,0,NO
1335252,BRAF,1,NO
2349823,BRAF,8,NO
1873898,BRAF,0,NO
1812941,BRAF,10,NO
2349662,BRAF,0,NO
2349406,BRAF,5,NO
1540109,BRAF,2,NO
1539852,BRAF,8,NO
886671,BRAF,2,NO
1470171,BRAF,57,NO
1757086,BRAF,1,NO
1838457,BRAF,2,NO
1812856,BRAF,3,NO
687432,BRAF,1,NO
887659,BRAF,1,NO
1223364,BRAF,1,NO
2574539,BRAF,0,NO
1022102,BRAF,8,NO
1993696,BRAF,1,NO
1598323,BRAF,0,NO
2653774,BRAF,3,NO
1292510,BRAF,10,NO
2349918,BRAF,0,NO
1757285,BRAF,8,NO
1812505,BRAF,11,NO
886156,BRAF,1,NO
1757131,BRAF,2,NO
2340504,BRAF,1,NO
1867689,BRAF,1,NO
1757176,BRAF,27,NO
1022478,BRAF,2,NO
1038637,BRAF,2,NO
1431459,BRAF,4,NO
1038609,BRAF,1,NO
1045143,BRAF,1,NO
1545645,BRAF,4,NO
1812875,BRAF,4,NO
2349548,BRAF,47,NO
2615075,BRAF,1,NO
892427,BRAF,12,NO
889236,BRAF,1,NO
888072,BRAF,2,NO
1150310,BRAF,3,NO
1687135,BRAF,2,NO
2801324,BRAF,2,NO
887661,BRAF,0,NO
2686323,BRAF,2,NO
1098008,BRAF,5,NO
1038684,BRAF,0,NO
887649,BRAF,3,NO
2801333,BRAF,0,NO
1467780,BRAF,27,NO
2349862,BRAF,1,NO
1790451,BRAF,3,NO
1812429,BRAF,0,NO
1025853,BRAF,0,NO
2603679,BRAF,3,NO
1217264,BRAF,1,NO
1065647,BRAF,4,NO
2439357,BRAF,2,NO
2349345,BRAF,0,NO
2574575,BRAF,5,NO
1686968,BRAF,0,NO
1751793,BRAF,1,NO
1097870,BRAF,2,NO
2349869,BRAF,2,NO
1812371,BRAF,0,NO
2372462,BRAF,0,NO
1687009,BRAF,0,NO
2349834,BRAF,4,NO
2349650,BRAF,0,NO
1038709,BRAF,0,NO
2686396,BRAF,8,NO
1723421,BRAF,67,NO
1687024,BRAF,78,NO
1723742,BRAF,8,NO
1757011,BRAF,6,NO
1757212,BRAF,78,NO
1723520,BRAF,7,NO
1812560,BRAF,4,NO
1065625,BRAF,11,NO
1151107,BRAF,1,NO
2587195,BRAF,5,NO
1797982,BRAF,3,NO
1292516,BRAF,1,NO
1097815,BRAF,1,NO
1038632,BRAF,2,NO
2718101,BRAF,3,NO
1038636,BRAF,11,NO
1539881,BRAF,14,NO
1812536,BRAF,0,NO
1540124,BRAF,4,NO
1540139,BRAF,1,NO
2801329,BRAF,2,NO
890042,BRAF,0,NO
2759866,BRAF,18,NO
1757073,BRAF,0,NO
1812428,BRAF,1,NO
2012871,BRAF,1,NO
906088,BRAF,0,NO
2894854,BRAF,7,NO
2349880,BRAF,0,NO
1248969,BRAF,4,NO
1531342,BRAF,3,NO
1812426,BRAF,0,NO
2587201,BRAF,16,NO
888318,BRAF,2,NO
891598,BRAF,3,NO
1238008,BRAF,2,NO
2349518,BRAF,9,NO
2574562,BRAF,1,NO
886695,BRAF,1,NO
1819943,BRAF,1,NO
2349452,BRAF,6,NO
1993286,BRAF,68,NO
971889,BRAF,4,NO
2839384,BRAF,1,NO
1065541,BRAF,1,NO
1873923,BRAF,5,NO
892473,BRAF,13,NO
2839309,BRAF,0,NO
1790464,BRAF,0,NO
2725126,BRAF,0,NO
1762612,BRAF,2,NO
2686533,BRAF,2,NO
2686392,BRAF,3,NO
1941883,BRAF,0,NO
1812916,BRAF,1,NO
1751768,BRAF,7,NO
2163832,BRAF,1,NO
1838469,BRAF,1,NO
2349677,BRAF,0,NO
2839411,BRAF,1,NO
2349392,BRAF,3,NO
1812686,BRAF,0,NO
1965413,BRAF,1,NO
2579017,BRAF,78,NO
1812392,BRAF,2,NO
888085,BRAF,19,NO
1540437,BRAF,0,NO
1248962,BRAF,26,NO
1097994,BRAF,0,NO
1150308,BRAF,1,NO
2839360,BRAF,3,NO
1798052,BRAF,3,NO
1075315,BRAF,1,NO
1545632,BRAF,2,NO
1540087,BRAF,0,NO
886687,BRAF,3,NO
898312,BRAF,3,NO
1559443,BRAF,1,NO
2185864,BRAF,0,NO
2574552,BRAF,3,NO
887500,BRAF,7,NO
685203,BRAF,1,NO
1703631,BRAF,0,NO
1751773,BRAF,0,NO
2801346,BRAF,3,NO
1757229,BRAF,2,NO
1630192,BRAF,1,NO
2894822,BRAF,1,NO
2151525,BRAF,1,NO
888455,BRAF,17,NO
686441,BRAF,1,NO
2349372,BRAF,1,NO
1539830,BRAF,0,NO
2579018,BRAF,2,NO
2349497,BRAF,1,NO
1673900,BRAF,1,NO
1299162,BRAF,0,NO
1993722,BRAF,1,NO
1470127,BRAF,7,NO
2121518,BRAF,4,NO
686478,BRAF,7,NO
2439362,BRAF,1,NO
888523,BRAF,1,NO
1812516,BRAF,30,NO
1470207,BRAF,1,NO
2443637,BRAF,1,NO
1551844,BRAF,28,NO
1238010,BRAF,0,NO
2839336,BRAF,0,NO
1470293,BRAF,6,NO
888434,BRAF,1,NO
1545605,BRAF,7,NO
1812257,BRAF,5,NO
1335207,BRAF,0,NO
1751801,BRAF,1,NO
1539814,BRAF,10,NO
1540104,BRAF,1,NO
2520723,BRAF,3,NO
2340116,BRAF,2,NO
1687005,BRAF,1,NO
1335323,BRAF,16,NO
1852093,BRAF,1,NO
2349388,BRAF,78,NO
888066,BRAF,5,NO
2439314,BRAF,2,NO
1751806,BRAF,0,NO
888084,BRAF,0,NO
1757181,BRAF,38,NO
1136685,BRAF,0,NO
971913,BRAF,2,NO
1762621,BRAF,5,NO
1540132,BRAF,1,NO
1812337,BRAF,1,NO
686433,BRAF,0,NO
2801355,BRAF,4,NO
2718658,BRAF,0,NO
2760738,BRAF,11,NO
1248973,BRAF,0,NO
2349679,BRAF,0,NO
2615098,BRAF,3,NO
898258,BRAF,13,NO
2801297,BRAF,5,NO
2686501,BRAF,10,NO
2574516,BRAF,0,NO
2121672,BRAF,0,NO
2520791,BRAF,6,NO
1292504,BRAF,6,NO
1150312,BRAF,13,NO
2653827,BRAF,2,NO
2543725,BRAF,3,NO
2801332,BRAF,1,NO
1301379,BRAF,0,NO
2349812,BRAF,1,NO
2520845,BRAF,1,NO
2520837,BRAF,7,NO
1798028,BRAF,0,NO
1751791,BRAF,2,NO
2349689,BRAF,0,NO
2760741,BRAF,1,NO
2163792,BRAF,1,NO
1812491,BRAF,2,NO
1540205,BRAF,8,NO
2151507,BRAF,2,NO
1757292,BRAF,2,NO
1798029,BRAF,1,NO
684533,BRAF,5,NO
1470141,BRAF,0,NO
2349417,BRAF,37,NO
2013676,BRAF,0,NO
1470122,BRAF,2,NO
886833,BRAF,1,NO
1723440,BRAF,5,NO
898292,BRAF,1,NO
1757119,BRAF,1,NO
685783,BRAF,1,NO
888862,BRAF,3,NO
1539891,BRAF,2,NO
1470178,BRAF,0,NO
2686328,BRAF,1,NO
1757044,BRAF,1,NO
1038642,BRAF,2,NO
2121513,BRAF,1,NO
886189,BRAF,3,NO
2603626,BRAF,2,NO
888309,BRAF,3,NO
1812684,BRAF,5,NO
2843093,BRAF,1,NO
1431457,BRAF,0,NO
2834129,BRAF,1,NO
1686893,BRAF,1,NO
1038658,BRAF,0,NO
1540202,BRAF,3,NO
1812456,BRAF,0,NO
1673892,BRAF,3,NO
2869743,BRAF,0,NO
2349865,BRAF,1,NO
906102,BRAF,2,NO
886575,BRAF,1,NO
1545602,BRAF,0,NO
2349494,BRAF,2,NO
2574582,BRAF,1,NO
1584534,BRAF,0,NO
2121673,BRAF,1,NO
2349550,BRAF,1,NO
683697,BRAF,1,NO
684485,BRAF,2,NO
1292487,BRAF,0,NO
888541,BRAF,3,NO
2520718,BRAF,3,NO
2520763,BRAF,7,NO
2349384,BRAF,1,NO
1540154,BRAF,0,NO
1065561,BRAF,0,NO
2686373,BRAF,1,NO
1687029,BRAF,0,NO
886557,BRAF,7,NO
1154132,BRAF,0,NO
1819989,BRAF,0,NO
1687091,BRAF,0,NO
1229481,BRAF,8,NO
2013713,BRAF,4,NO
892474,BRAF,29,NO
2121665,BRAF,19,NO
2349511,BRAF,1,NO
1540434,BRAF,0,NO
1038582,BRAF,6,NO
2349930,BRAF,7,NO
1470121,BRAF,20,NO
1993301,BRAF,1,NO
2615086,BRAF,0,NO
889124,BRAF,2,NO
2007683,BRAF,4,NO
889195,BRAF,2,NO
1686896,BRAF,1,NO
2340110,BRAF,0,NO
1540074,BRAF,1,NO
2197821,BRAF,0,NO
1757069,BRAF,7,NO
2614953,BRAF,5,NO
2801367,BRAF,10,NO
898207,BRAF,0,NO
1335320,BRAF,2,NO
1812506,BRAF,2,NO
888543,BRAF,2,NO
2686466,BRAF,2,NO
1038591,BRAF,3,NO
1723588,BRAF,1,NO
891608,BRAF,1,NO
2088286,BRAF,0,NO
1812513,BRAF,4,NO
1798001,BRAF,1,NO
1675357,BRAF,1,NO
1757018,BRAF,2,NO
852208,BRAF,8,NO
1539799,BRAF,0,NO
1723649,BRAF,2,NO
2686374,BRAF,1,NO
1812238,BRAF,64,NO
2625855,BRAF,3,NO
1539890,BRAF,1,NO
898206,BRAF,5,NO
1470110,BRAF,1,NO
2263028,BRAF,1,NO
1540428,BRAF,3,NO
2760745,BRAF,0,NO
886647,BRAF,5,NO
2520726,BRAF,2,NO
1539965,BRAF,2,NO
1045131,BRAF,1,NO
2121805,BRAF,1,NO
2353022,BRAF,0,NO
685221,BRAF,12,NO
2642729,BRAF,3,NO
1065605,BRAF,11,NO
1687048,BRAF,0,NO
1993522,BRAF,1,NO
2349577,BRAF,0,NO
2574506,BRAF,1,NO
685280,BRAF,3,NO
2720756,BRAF,1,NO
2587213,BRAF,0,NO
1482441,BRAF,0,NO
1687102,BRAF,0,NO
1540429,BRAF,0,NO
686427,BRAF,78,NO
685183,BRAF,0,NO
1757205,BRAF,0,NO
2471418,BRAF,1,NO
2801358,BRAF,1,NO
2822895,BRAF,3,NO
1723784,BRAF,1,NO
1812502,BRAF,2,NO
971901,BRAF,0,NO
1723448,BRAF,0,NO
886178,BRAF,0,NO
684495,BRAF,4,NO
888287,BRAF,0,NO
2760719,BRAF,22,NO
685179,BRAF,0,NO
1299185,BRAF,1,NO
2349900,BRAF,19,NO
1548851,BRAF,2,NO
1065539,BRAF,5,NO
1539832,BRAF,1,NO
2349851,BRAF,1,NO
2349722,BRAF,5,NO
2339482,BRAF,0,NO
888070,BRAF,14,NO
1217266,BRAF,3,NO
1038679,BRAF,2,NO
1812417,BRAF,0,NO
2720398,BRAF,1,NO
1812359,BRAF,14,NO
898265,BRAF,14,NO
1757039,BRAF,6,NO
1038645,BRAF,0,NO
2543022,BRAF,0,NO
2349404,BRAF,2,NO
890047,BRAF,1,NO
2471430,BRAF,0,NO
2349729,BRAF,2,NO
2686535,BRAF,71,NO
888430,BRAF,2,NO
1223338,BRAF,0,NO
2521044,BRAF,1,NO
1065567,BRAF,0,NO
1295536,BRAF,2,NO
1482445,BRAF,1,NO
1838381,BRAF,2,NO
1335232,BRAF,12,NO
683294,BRAF,2,NO
2574564,BRAF,0,NO
2349639,BRAF,1,NO
1539827,BRAF,3,NO
1757171,BRAF,4,NO
898289,BRAF,2,NO
2349353,BRAF,1,NO
2839461,BRAF,2,NO
1065630,BRAF,2,NO
2349458,BRAF,0,NO
2349471,BRAF,45,NO
1757198,BRAF,0,NO
1812547,BRAF,23,NO
1812404,BRAF,0,NO
1470167,BRAF,3,NO
1708665,BRAF,3,NO
2688389,BRAF,0,NO
2443562,BRAF,1,NO
1154108,BRAF,0,NO
1812944,BRAF,0,NO
1686951,BRAF,1,NO
886169,BRAF,4,NO
1993391,BRAF,0,NO
1812320,BRAF,5,NO
1038702,BRAF,0,NO
685789,BRAF,4,NO
1812872,BRAF,1,NO
886834,BRAF,2,NO
1515765,BRAF,1,NO
1075318,BRAF,0,NO
2443594,BRAF,0,NO
2686449,BRAF,0,NO
1757281,BRAF,1,NO
1873904,BRAF,8,NO
2349756,BRAF,1,NO
1798045,BRAF,28,NO
1082451,BRAF,1,NO
2380412,BRAF,1,NO
1571198,BRAF,27,NO
2573626,BRAF,14,NO
2349748,BRAF,1,NO
1993674,BRAF,1,NO
890069,BRAF,0,NO
2013623,BRAF,0,NO
1797996,BRAF,1,NO
1812934,BRAF,0,NO
686408,BRAF,1,NO
1540349,BRAF,4,NO
1540408,BRAF,78,NO
2349831,BRAF,2,NO
2839437,BRAF,0,NO
1852094,BRAF,0,NO
1022520,BRAF,8,NO
2542926,BRAF,47,NO
890081,BRAF,2,NO
887485,BRAF,2,NO
1038674,BRAF,1,NO
1470155,BRAF,42,NO
1757108,BRAF,0,NO
686445,BRAF,5,NO
1515746,BRAF,2,NO
2349319,BRAF,78,NO
1038696,BRAF,2,NO
2292481,BRAF,20,NO
2349680,BRAF,13,NO
1723620,BRAF,8,NO
898301,BRAF,0,NO
2439388,BRAF,9,NO
1838446,BRAF,2,NO
1838451,BRAF,0,NO
890119,BRAF,73,NO
1292506,BRAF,0,NO
2760750,BRAF,5,NO
2721976,BRAF,5,NO
1843780,BRAF,1,NO
1598320,BRAF,11,NO
1540121,BRAF,15,NO
1812563,BRAF,1,NO
888858,BRAF,0,NO
2520802,BRAF,5,NO
906082,BRAF,4,NO
898295,BRAF,3,NO
1540082,BRAF,1,NO
1993556,BRAF,1,NO
1038565,BRAF,1,NO
2349693,BRAF,4,NO
2615077,BRAF,1,NO
1757015,BRAF,1,NO
2349883,BRAF,3,NO
2349331,BRAF,2,NO
1686926,BRAF,2,NO
2574594,BRAF,1,NO
1515763,BRAF,4,NO
2121758,BRAF,11,NO
2603671,BRAF,1,NO
890083,BRAF,1,NO
2520838,BRAF,18,NO
1540198,BRAF,11,NO
886427,BRAF,3,NO
886144,BRAF,13,NO
888516,BRAF,1,NO
1812690,BRAF,42,NO
1470151,BRAF,0,NO
1065637,BRAF,0,NO
1026973,BRAF,2,NO
1723504,BRAF,17,NO
2579076,BRAF,1,NO
2722356,BRAF,0,NO
887647,BRAF,3,NO
1540095,BRAF,8,NO
1065634,BRAF,38,NO
1352397,BRAF,2,NO
1540152,BRAF,3,NO
1757066,BRAF,0,NO
1136675,BRAF,2,NO
2587187,BRAF,24,NO
2439329,BRAF,0,NO
2718997,BRAF,2,NO
2349711,BRAF,1,NO
852197,BRAF,25,NO
2726666,BRAF,11,NO
1026969,BRAF,2,NO
2653783,BRAF,3,NO
2349546,BRAF,0,NO
1790458,BRAF,5,NO
2573634,BRAF,2,NO
1790491,BRAF,2,NO
2587189,BRAF,1,NO
1757045,BRAF,1,NO
888331,BRAF,4,NO
2349602,BRAF,1,NO
1299180,BRAF,0,NO
685214,BRAF,0,NO
1082448,BRAF,1,NO
2719060,BRAF,1,NO
1467794,BRAF,0,NO
2839467,BRAF,7,NO
1482433,BRAF,1,NO
906090,BRAF,0,NO
1584546,BRAF,5,NO
2725293,BRAF,1,NO
2614951,BRAF,4,NO
1757180,BRAF,1,NO
888338,BRAF,0,NO
2443599,BRAF,0,NO
2801289,BRAF,5,NO
886698,BRAF,2,NO
1819993,BRAF,1,NO
1309933,BRAF,6,NO
1873889,BRAF,6,NO
1540195,BRAF,1,NO
2574615,BRAF,78,NO
1065556,BRAF,4,NO
1539796,BRAF,5,NO
1470139,BRAF,40,NO
1757149,BRAF,9,NO
1103440,BRAF,3,NO
2801344,BRAF,0,NO
687437,BRAF,0,NO
2349902,BRAF,1,NO
1065596,BRAF,1,NO
2121744,BRAF,2,NO
1812545,BRAF,0,NO
2653828,BRAF,5,NO
1299164,BRAF,0,NO
1965412,BRAF,1,NO
1819954,BRAF,3,NO
1335324,BRAF,4,NO
2642718,BRAF,3,NO
2121632,BRAF,2,NO
1757231,BRAF,1,NO
1431446,BRAF,3,NO
2349589,BRAF,8,NO
1470114,BRAF,5,NO
2151520,BRAF,0,NO
686443,BRAF,3,NO
1097979,BRAF,18,NO
1479478,BRAF,0,NO
2163848,BRAF,12,NO
886560,BRAF,0,NO
2471434,BRAF,78,NO
1102545,BRAF,13,NO
2574573,BRAF,0,NO
1630183,BRAF,5,NO
1993523,BRAF,3,NO
1038572,BRAF,1,NO
1751789,BRAF,6,NO
1812357,BRAF,1,NO
1540147,BRAF,12,NO
1352404,BRAF,1,NO
2349554,BRAF,24,NO
2722595,BRAF,8,NO
2372466,BRAF,2,NO
1335214,BRAF,1,NO
2349470,BRAF,11,NO
887648,BRAF,0,NO
1723644,BRAF,0,NO
