ID_SAMPLE,GENE,SIMILARITY_RATE,WITHIN_THRESHOLD?
2686435,BRAF,2,NO
1757094,BRAF,1,NO
2349641,BRAF,7,NO
1686997,BRAF,41,NO
2587202,BRAF,4,NO
1295546,BRAF,2,NO
2351016,BRAF,1,NO
886694,BRAF,2,NO
1757183,BRAF,62,NO
1038633,BRAF,2,NO
898311,BRAF,4,NO
1812425,BRAF,0,NO
1819975,BRAF,3,NO
1467775,BRAF,6,NO
1112820,BRAF,2,NO
2724605,BRAF,1,NO
888063,BRAF,1,NO
2612675,BRAF,2,NO
2520792,BRAF,0,NO
686411,BRAF,12,NO
1481413,BRAF,1,NO
686423,BRAF,7,NO
1812845,BRAF,0,NO
1686987,BRAF,78,NO
1248966,BRAF,18,NO
1630194,BRAF,2,NO
1873922,BRAF,5,NO
1299167,BRAF,1,NO
888034,BRAF,1,NO
1038607,BRAF,1,NO
888998,BRAF,9,NO
1687050,BRAF,11,NO
1677786,BRAF,4,NO
1075334,BRAF,3,NO
1151112,BRAF,3,NO
1941886,BRAF,1,NO
1686900,BRAF,0,NO
888985,BRAF,0,NO
1539810,BRAF,0,NO
1540092,BRAF,1,NO
1098018,BRAF,0,NO
1723461,BRAF,7,NO
2349370,BRAF,7,NO
1038639,BRAF,1,NO
1873890,BRAF,1,NO
1812423,BRAF,6,NO
1022088,BRAF,1,NO
1887279,BRAF,0,NO
888513,BRAF,8,NO
1335216,BRAF,0,NO
1223329,BRAF,4,NO
2349318,BRAF,0,NO
2292480,BRAF,2,NO
2686415,BRAF,5,NO
1751805,BRAF,1,NO
1890637,BRAF,6,NO
2579073,BRAF,0,NO
2603678,BRAF,1,NO
1540100,BRAF,0,NO
1045124,BRAF,0,NO
888057,BRAF,2,NO
1065628,BRAF,4,NO
1941881,BRAF,3,NO
2349622,BRAF,2,NO
1470125,BRAF,4,NO
889035,BRAF,3,NO
1348950,BRAF,3,NO
1481422,BRAF,2,NO
1675380,BRAF,1,NO
1812946,BRAF,4,NO
1038661,BRAF,3,NO
2837855,BRAF,2,NO
1540181,BRAF,0,NO
1687018,BRAF,2,NO
2349833,BRAF,8,NO
888444,BRAF,3,NO
686451,BRAF,5,NO
887542,BRAF,25,NO
2603623,BRAF,1,NO
2439331,BRAF,1,NO
1757297,BRAF,5,NO
2349760,BRAF,5,NO
1540094,BRAF,2,NO
1812888,BRAF,2,NO
2686428,BRAF,0,NO
1812683,BRAF,4,NO
1540161,BRAF,8,NO
1335298,BRAF,0,NO
1757219,BRAF,1,NO
1812510,BRAF,10,NO
2349920,BRAF,42,NO
971900,BRAF,27,NO
1295532,BRAF,0,NO
1723423,BRAF,0,NO
1038695,BRAF,4,NO
898254,BRAF,0,NO
1812476,BRAF,2,NO
2349480,BRAF,2,NO
2121687,BRAF,34,NO
1820003,BRAF,1,NO
1065562,BRAF,1,NO
1812864,BRAF,2,NO
888076,BRAF,1,NO
2339483,BRAF,1,NO
2349614,BRAF,1,NO
2349873,BRAF,1,NO
2292476,BRAF,0,NO
2642721,BRAF,1,NO
1022093,BRAF,1,NO
1812939,BRAF,0,NO
1545641,BRAF,0,NO
1852082,BRAF,6,NO
1838373,BRAF,3,NO
1723667,BRAF,18,NO
2349806,BRAF,0,NO
1539869,BRAF,2,NO
888535,BRAF,3,NO
2653850,BRAF,1,NO
1539857,BRAF,3,NO
1812883,BRAF,1,NO
2574584,BRAF,0,NO
1571193,BRAF,3,NO
1097808,BRAF,8,NO
1812338,BRAF,1,NO
2653838,BRAF,1,NO
1352398,BRAF,2,NO
1812529,BRAF,5,NO
1151117,BRAF,0,NO
1136687,BRAF,0,NO
1299194,BRAF,6,NO
886465,BRAF,1,NO
1993525,BRAF,0,NO
898259,BRAF,3,NO
2543721,BRAF,1,NO
888515,BRAF,1,NO
888426,BRAF,0,NO
890088,BRAF,1,NO
1757016,BRAF,3,NO
2574553,BRAF,2,NO
1038605,BRAF,6,NO
886638,BRAF,5,NO
2292459,BRAF,1,NO
1751799,BRAF,0,NO
1540186,BRAF,0,NO
1756994,BRAF,56,NO
1598316,BRAF,2,NO
2443635,BRAF,12,NO
1038646,BRAF,20,NO
1352402,BRAF,5,NO
888445,BRAF,5,NO
1812928,BRAF,2,NO
2520801,BRAF,3,NO
2574602,BRAF,2,NO
2349618,BRAF,2,NO
2466876,BRAF,6,NO
683692,BRAF,6,NO
2822914,BRAF,0,NO
1309928,BRAF,1,NO
683841,BRAF,43,NO
684479,BRAF,2,NO
1136673,BRAF,4,NO
2349819,BRAF,1,NO
2801317,BRAF,0,NO
1812710,BRAF,3,NO
2834146,BRAF,2,NO
2439383,BRAF,2,NO
2720366,BRAF,2,NO
1686994,BRAF,2,NO
2121649,BRAF,9,NO
2163796,BRAF,0,NO
1470194,BRAF,4,NO
892502,BRAF,0,NO
2163857,BRAF,2,NO
1723621,BRAF,2,NO
2520776,BRAF,3,NO
1723361,BRAF,48,NO
2570177,BRAF,5,NO
1812473,BRAF,0,NO
1585999,BRAF,0,NO
2349898,BRAF,8,NO
2349863,BRAF,0,NO
2790915,BRAF,0,NO
2801364,BRAF,16,NO
1515774,BRAF,29,NO
887662,BRAF,0,NO
1038571,BRAF,2,NO
1540090,BRAF,15,NO
2349835,BRAF,5,NO
892418,BRAF,16,NO
1025220,BRAF,1,NO
887365,BRAF,3,NO
1335220,BRAF,4,NO
1038567,BRAF,1,NO
888867,BRAF,1,NO
1686983,BRAF,0,NO
886697,BRAF,0,NO
1723706,BRAF,1,NO
889022,BRAF,5,NO
2349578,BRAF,1,NO
889038,BRAF,3,NO
1798017,BRAF,4,NO
2653847,BRAF,4,NO
686425,BRAF,0,NO
1515742,BRAF,4,NO
1838372,BRAF,30,NO
687429,BRAF,1,NO
1797997,BRAF,2,NO
1687053,BRAF,6,NO
1838391,BRAF,2,NO
684531,BRAF,1,NO
889016,BRAF,4,NO
2439369,BRAF,1,NO
1295539,BRAF,0,NO
684514,BRAF,2,NO
1812879,BRAF,1,NO
1751800,BRAF,6,NO
1223350,BRAF,0,NO
1151114,BRAF,5,NO
2380415,BRAF,6,NO
2443590,BRAF,0,NO
889123,BRAF,0,NO
888530,BRAF,1,NO
1065565,BRAF,0,NO
1470153,BRAF,1,NO
1820004,BRAF,0,NO
2349378,BRAF,8,NO
1757134,BRAF,3,NO
2340112,BRAF,0,NO
1237983,BRAF,5,NO
2163814,BRAF,1,NO
2262876,BRAF,8,NO
684508,BRAF,1,NO
2121516,BRAF,3,NO
2197829,BRAF,8,NO
2894841,BRAF,2,NO
2574620,BRAF,1,NO
2349447,BRAF,0,NO
1026955,BRAF,2,NO
2349321,BRAF,6,NO
2349414,BRAF,1,NO
890203,BRAF,2,NO
1352385,BRAF,2,NO
1585998,BRAF,2,NO
2686510,BRAF,4,NO
2839372,BRAF,2,NO
886669,BRAF,5,NO
1838380,BRAF,0,NO
1065617,BRAF,2,NO
2574541,BRAF,2,NO
2801365,BRAF,0,NO
1993278,BRAF,0,NO
1065600,BRAF,0,NO
2543724,BRAF,1,NO
1026970,BRAF,3,NO
1237982,BRAF,6,NO
888877,BRAF,0,NO
1757230,BRAF,16,NO
2349610,BRAF,0,NO
890120,BRAF,1,NO
2653788,BRAF,4,NO
1540439,BRAF,2,NO
1540171,BRAF,1,NO
1045151,BRAF,0,NO
1812948,BRAF,3,NO
891597,BRAF,0,NO
1675369,BRAF,2,NO
2801339,BRAF,15,NO
1098004,BRAF,1,NO
890073,BRAF,1,NO
1820012,BRAF,12,NO
685206,BRAF,2,NO
888850,BRAF,4,NO
1686953,BRAF,9,NO
1675386,BRAF,41,NO
1102379,BRAF,1,NO
1687044,BRAF,0,NO
1097912,BRAF,0,NO
1150278,BRAF,4,NO
1813383,BRAF,10,NO
1103474,BRAF,1,NO
1757076,BRAF,1,NO
1797974,BRAF,0,NO
2349432,BRAF,11,NO
1309927,BRAF,0,NO
1790449,BRAF,6,NO
1819965,BRAF,1,NO
1965416,BRAF,2,NO
2292461,BRAF,3,NO
2349360,BRAF,0,NO
906094,BRAF,6,NO
2579005,BRAF,6,NO
1223331,BRAF,3,NO
1515738,BRAF,0,NO
2686418,BRAF,9,NO
1993448,BRAF,22,NO
2474090,BRAF,6,NO
1598331,BRAF,2,NO
2520730,BRAF,1,NO
1335231,BRAF,1,NO
1838419,BRAF,10,NO
2262877,BRAF,1,NO
887358,BRAF,3,NO
684050,BRAF,6,NO
891580,BRAF,1,NO
891601,BRAF,1,NO
1082450,BRAF,2,NO
2349643,BRAF,0,NO
1136674,BRAF,0,NO
1798002,BRAF,1,NO
1860366,BRAF,2,NO
2349769,BRAF,2,NO
1151129,BRAF,6,NO
890118,BRAF,2,NO
1112813,BRAF,3,NO
2521305,BRAF,6,NO
1757210,BRAF,0,NO
2121678,BRAF,7,NO
1687013,BRAF,0,NO
2838830,BRAF,0,NO
2894824,BRAF,5,NO
2349687,BRAF,13,NO
1820025,BRAF,3,NO
887709,BRAF,1,NO
1515750,BRAF,0,NO
2574580,BRAF,1,NO
1299184,BRAF,2,NO
1352394,BRAF,1,NO
1675373,BRAF,16,NO
1813385,BRAF,3,NO
1812869,BRAF,2,NO
2121575,BRAF,2,NO
1112850,BRAF,2,NO
1723652,BRAF,11,NO
1723531,BRAF,1,NO
887701,BRAF,0,NO
2349460,BRAF,2,NO
1993467,BRAF,0,NO
1757190,BRAF,3,NO
684500,BRAF,0,NO
1545642,BRAF,0,NO
1723567,BRAF,1,NO
1790460,BRAF,4,NO
2839482,BRAF,1,NO
1470160,BRAF,0,NO
1352387,BRAF,1,NO
2686462,BRAF,4,NO
1540115,BRAF,0,NO
898205,BRAF,1,NO
1238003,BRAF,1,NO
1352390,BRAF,1,NO
1993548,BRAF,2,NO
887711,BRAF,8,NO
1811064,BRAF,1,NO
2839363,BRAF,5,NO
1812260,BRAF,30,NO
1038596,BRAF,3,NO
2474089,BRAF,1,NO
1757010,BRAF,2,NO
1559451,BRAF,3,NO
2574529,BRAF,54,NO
1352389,BRAF,5,NO
1687117,BRAF,6,NO
1790455,BRAF,1,NO
1993589,BRAF,0,NO
1751749,BRAF,4,NO
2349365,BRAF,0,NO
2579029,BRAF,3,NO
1812876,BRAF,0,NO
1065570,BRAF,2,NO
1723640,BRAF,18,NO
1431449,BRAF,23,NO
2151516,BRAF,1,NO
1686906,BRAF,3,NO
1479498,BRAF,0,NO
1237990,BRAF,0,NO
1540223,BRAF,0,NO
1812938,BRAF,2,NO
889237,BRAF,2,NO
887651,BRAF,1,NO
1539860,BRAF,1,NO
1723457,BRAF,4,NO
891113,BRAF,2,NO
2686395,BRAF,3,NO
1664831,BRAF,5,NO
1687032,BRAF,2,NO
2718712,BRAF,0,NO
898252,BRAF,2,NO
2349324,BRAF,2,NO
1540445,BRAF,1,NO
888517,BRAF,2,NO
2521288,BRAF,2,NO
1515773,BRAF,0,NO
887657,BRAF,3,NO
1540208,BRAF,2,NO
1112818,BRAF,2,NO
1540187,BRAF,0,NO
2349674,BRAF,1,NO
1757200,BRAF,0,NO
2520833,BRAF,10,NO
2013683,BRAF,4,NO
1540216,BRAF,0,NO
2760740,BRAF,2,NO
1545626,BRAF,2,NO
2520822,BRAF,0,NO
2121752,BRAF,2,NO
1812921,BRAF,2,NO
2574578,BRAF,1,NO
2349560,BRAF,5,NO
2088284,BRAF,2,NO
890502,BRAF,78,NO
1102522,BRAF,3,NO
2520830,BRAF,5,NO
887666,BRAF,30,NO
1757079,BRAF,0,NO
2349664,BRAF,3,NO
1540151,BRAF,1,NO
1757174,BRAF,0,NO
2349827,BRAF,0,NO
1757075,BRAF,1,NO
1945881,BRAF,1,NO
2587210,BRAF,2,NO
1065575,BRAF,2,NO
891607,BRAF,1,NO
1467768,BRAF,7,NO
1102548,BRAF,0,NO
1299177,BRAF,1,NO
1686923,BRAF,1,NO
1687030,BRAF,5,NO
1136681,BRAF,3,NO
1136676,BRAF,3,NO
1757036,BRAF,4,NO
2088288,BRAF,8,NO
2839354,BRAF,1,NO
1757056,BRAF,2,NO
2615100,BRAF,4,NO
1470142,BRAF,6,NO
683291,BRAF,1,NO
2579051,BRAF,9,NO
2725238,BRAF,2,NO
2062381,BRAF,5,NO
2492702,BRAF,1,NO
1112823,BRAF,0,NO
2349527,BRAF,7,NO
2349352,BRAF,0,NO
1075339,BRAF,0,NO
887669,BRAF,3,NO
686424,BRAF,0,NO
888314,BRAF,1,NO
887704,BRAF,3,NO
1540113,BRAF,0,NO
1022084,BRAF,16,NO
1335321,BRAF,3,NO
890113,BRAF,21,NO
1819959,BRAF,2,NO
2803738,BRAF,1,NO
2349344,BRAF,9,NO
1941862,BRAF,2,NO
2151534,BRAF,12,NO
889240,BRAF,6,NO
888308,BRAF,4,NO
887357,BRAF,0,NO
2013590,BRAF,2,NO
1065644,BRAF,10,NO
1479488,BRAF,8,NO
2726338,BRAF,3,NO
2837879,BRAF,9,NO
1431435,BRAF,9,NO
2121565,BRAF,3,NO
2121571,BRAF,11,NO
1539845,BRAF,3,NO
2439316,BRAF,1,NO
1757071,BRAF,10,NO
2349492,BRAF,4,NO
2587215,BRAF,3,NO
2443591,BRAF,2,NO
2121726,BRAF,3,NO
1686981,BRAF,0,NO
1820020,BRAF,1,NO
1812693,BRAF,0,NO
906089,BRAF,22,NO
2542916,BRAF,78,NO
888884,BRAF,1,NO
1686980,BRAF,2,NO
1993546,BRAF,2,NO
2574512,BRAF,4,NO
2573624,BRAF,24,NO
2121779,BRAF,0,NO
1540102,BRAF,3,NO
2372475,BRAF,1,NO
1540222,BRAF,1,NO
1731646,BRAF,11,NO
1812697,BRAF,2,NO
1812335,BRAF,2,NO
686434,BRAF,5,NO
2349334,BRAF,1,NO
2520715,BRAF,2,NO
1470123,BRAF,5,NO
2574579,BRAF,1,NO
2349584,BRAF,4,NO
2801310,BRAF,3,NO
683817,BRAF,1,NO
971870,BRAF,1,NO
1790478,BRAF,0,NO
1812855,BRAF,3,NO
891599,BRAF,1,NO
2801282,BRAF,7,NO
1798014,BRAF,2,NO
2349761,BRAF,2,NO
971890,BRAF,3,NO
1798024,BRAF,0,NO
1630165,BRAF,3,NO
1812496,BRAF,1,NO
898270,BRAF,0,NO
2686371,BRAF,3,NO
683821,BRAF,1,NO
1757186,BRAF,6,NO
1812525,BRAF,1,NO
2686406,BRAF,1,NO
1723462,BRAF,6,NO
2686368,BRAF,3,NO
2574557,BRAF,4,NO
1539823,BRAF,1,NO
1757207,BRAF,8,NO
1838365,BRAF,0,NO
1867709,BRAF,1,NO
2349719,BRAF,3,NO
2349666,BRAF,25,NO
1102551,BRAF,0,NO
684534,BRAF,11,NO
2121600,BRAF,3,NO
2121793,BRAF,49,NO
1873911,BRAF,12,NO
1941876,BRAF,8,NO
2151517,BRAF,2,NO
1348949,BRAF,2,NO
1292518,BRAF,2,NO
2839349,BRAF,4,NO
2579036,BRAF,14,NO
890068,BRAF,2,NO
2163805,BRAF,6,NO
2603695,BRAF,0,NO
1467740,BRAF,1,NO
888311,BRAF,0,NO
1237986,BRAF,0,NO
1723698,BRAF,5,NO
1686894,BRAF,70,NO
1045122,BRAF,1,NO
1431427,BRAF,3,NO
2349802,BRAF,1,NO
1873887,BRAF,1,NO
1790442,BRAF,15,NO
892469,BRAF,78,NO
1812930,BRAF,3,NO
1812846,BRAF,1,NO
888864,BRAF,8,NO
2349586,BRAF,4,NO
2349466,BRAF,1,NO
2439341,BRAF,3,NO
1731648,BRAF,1,NO
1852083,BRAF,0,NO
1299181,BRAF,0,NO
888881,BRAF,1,NO
2574505,BRAF,0,NO
2349455,BRAF,0,NO
1757067,BRAF,1,NO
1082445,BRAF,0,NO
2349732,BRAF,7,NO
887496,BRAF,2,NO
684496,BRAF,1,NO
2012877,BRAF,3,NO
2686492,BRAF,4,NO
1045145,BRAF,1,NO
888456,BRAF,77,NO
1112822,BRAF,0,NO
1812450,BRAF,0,NO
1873893,BRAF,1,NO
2121663,BRAF,6,NO
1661884,BRAF,1,NO
1812433,BRAF,21,NO
2349657,BRAF,3,NO
1798020,BRAF,0,NO
1819978,BRAF,1,NO
1941872,BRAF,3,NO
1675401,BRAF,3,NO
1819955,BRAF,0,NO
1229479,BRAF,1,NO
1075340,BRAF,2,NO
2801343,BRAF,2,NO
1757270,BRAF,2,NO
1154485,BRAF,2,NO
2574507,BRAF,1,NO
2372481,BRAF,0,NO
1470197,BRAF,0,NO
685775,BRAF,1,NO
1038655,BRAF,4,NO
2839463,BRAF,2,NO
1812265,BRAF,7,NO
2349816,BRAF,1,NO
891602,BRAF,38,NO
687442,BRAF,2,NO
888441,BRAF,4,NO
2349507,BRAF,1,NO
1515768,BRAF,0,NO
1065621,BRAF,10,NO
1812367,BRAF,2,NO
1757118,BRAF,3,NO
1941880,BRAF,1,NO
1150287,BRAF,13,NO
2349673,BRAF,3,NO
1531332,BRAF,21,NO
1026951,BRAF,0,NO
2869914,BRAF,1,NO
2121588,BRAF,1,NO
1540179,BRAF,1,NO
1812514,BRAF,10,NO
2372467,BRAF,2,NO
1993553,BRAF,12,NO
2801295,BRAF,29,NO
2760724,BRAF,0,NO
1686933,BRAF,4,NO
1812919,BRAF,3,NO
971872,BRAF,8,NO
887730,BRAF,7,NO
971876,BRAF,6,NO
2716344,BRAF,0,NO
898304,BRAF,1,NO
1026975,BRAF,78,NO
1065599,BRAF,0,NO
2801336,BRAF,19,NO
1723446,BRAF,2,NO
2349436,BRAF,17,NO
2439334,BRAF,0,NO
1065545,BRAF,9,NO
898264,BRAF,9,NO
2587214,BRAF,1,NO
1965401,BRAF,3,NO
1479512,BRAF,28,NO
2349725,BRAF,3,NO
1248959,BRAF,5,NO
1675372,BRAF,6,NO
1248972,BRAF,4,NO
686421,BRAF,3,NO
2349801,BRAF,6,NO
890064,BRAF,2,NO
1150299,BRAF,4,NO
1756986,BRAF,1,NO
2520793,BRAF,12,NO
1807360,BRAF,3,NO
1790461,BRAF,0,NO
2349634,BRAF,4,NO
2801347,BRAF,1,NO
2614957,BRAF,0,NO
2349444,BRAF,24,NO
1038564,BRAF,0,NO
898260,BRAF,3,NO
1757013,BRAF,6,NO
2615081,BRAF,2,NO
2574593,BRAF,1,NO
887361,BRAF,1,NO
886566,BRAF,1,NO
2603668,BRAF,3,NO
1150291,BRAF,27,NO
1790497,BRAF,13,NO
2822897,BRAF,8,NO
1812687,BRAF,2,NO
2349487,BRAF,1,NO
2686403,BRAF,5,NO
1598322,BRAF,57,NO
889004,BRAF,0,NO
1038624,BRAF,4,NO
1045148,BRAF,3,NO
1539797,BRAF,1,NO
1154460,BRAF,1,NO
1136686,BRAF,1,NO
1993624,BRAF,3,NO
1798051,BRAF,1,NO
1540126,BRAF,3,NO
1723454,BRAF,2,NO
1539968,BRAF,2,NO
2349728,BRAF,0,NO
2349897,BRAF,2,NO
1045149,BRAF,2,NO
888537,BRAF,3,NO
2843094,BRAF,0,NO
888861,BRAF,1,NO
2151509,BRAF,0,NO
1820002,BRAF,1,NO
2686529,BRAF,2,NO
685193,BRAF,4,NO
1470106,BRAF,8,NO
906099,BRAF,3,NO
1075311,BRAF,3,NO
2727386,BRAF,25,NO
2349703,BRAF,4,NO
971875,BRAF,0,NO
2121572,BRAF,0,NO
2790917,BRAF,12,NO
683693,BRAF,11,NO
2349503,BRAF,13,NO
1584545,BRAF,2,NO
2760726,BRAF,7,NO
2121693,BRAF,1,NO
2686487,BRAF,1,NO
1470104,BRAF,4,NO
1586003,BRAF,9,NO
2653794,BRAF,19,NO
2760736,BRAF,2,NO
1820019,BRAF,1,NO
1812882,BRAF,3,NO
2760721,BRAF,1,NO
1352388,BRAF,1,NO
886190,BRAF,0,NO
888450,BRAF,3,NO
1150307,BRAF,2,NO
1812860,BRAF,0,NO
971892,BRAF,1,NO
2574619,BRAF,5,NO
1757255,BRAF,1,NO
686477,BRAF,1,NO
684499,BRAF,4,NO
1223358,BRAF,6,NO
1515747,BRAF,0,NO
1540068,BRAF,1,NO
2520721,BRAF,1,NO
2163863,BRAF,3,NO
2603628,BRAF,36,NO
889125,BRAF,1,NO
1540122,BRAF,28,NO
1539813,BRAF,2,NO
2717841,BRAF,0,NO
1238000,BRAF,1,NO
1539863,BRAF,4,NO
1025868,BRAF,4,NO
1065614,BRAF,0,NO
1723406,BRAF,1,NO
1686969,BRAF,4,NO
2843036,BRAF,3,NO
2349672,BRAF,2,NO
1820029,BRAF,2,NO
1941892,BRAF,2,NO
1630179,BRAF,1,NO
1812336,BRAF,7,NO
1026958,BRAF,1,NO
887499,BRAF,6,NO
2574599,BRAF,3,NO
1540178,BRAF,11,NO
2273869,BRAF,1,NO
1539861,BRAF,1,NO
2349421,BRAF,22,NO
886143,BRAF,0,NO
2839381,BRAF,0,NO
2603624,BRAF,1,NO
1309930,BRAF,0,NO
2642717,BRAF,0,NO
1102536,BRAF,0,NO
1941901,BRAF,1,NO
2790920,BRAF,1,NO
1686975,BRAF,1,NO
2197828,BRAF,2,NO
2822893,BRAF,1,NO
1867674,BRAF,63,NO
892493,BRAF,0,NO
1686976,BRAF,10,NO
1652561,BRAF,2,NO
1686937,BRAF,1,NO
2349615,BRAF,3,NO
684491,BRAF,4,NO
874386,BRAF,3,NO
1941889,BRAF,1,NO
1097928,BRAF,0,NO
1812324,BRAF,1,NO
1540062,BRAF,0,NO
1083479,BRAF,7,NO
1539843,BRAF,1,NO
1819946,BRAF,5,NO
1723733,BRAF,2,NO
2443548,BRAF,0,NO
2163824,BRAF,5,NO
2653858,BRAF,2,NO
2839379,BRAF,2,NO
1154459,BRAF,1,NO
2366561,BRAF,60,NO
1545649,BRAF,4,NO
1065648,BRAF,1,NO
2163820,BRAF,0,NO
2013667,BRAF,1,NO
1812885,BRAF,24,NO
2545646,BRAF,0,NO
1757247,BRAF,1,NO
890077,BRAF,1,NO
1797992,BRAF,1,NO
888458,BRAF,1,NO
1075278,BRAF,5,NO
2121582,BRAF,4,NO
1540118,BRAF,6,NO
1470174,BRAF,2,NO
1248965,BRAF,10,NO
2801321,BRAF,3,NO
1540423,BRAF,1,NO
2686441,BRAF,0,NO
2492710,BRAF,1,NO
2615099,BRAF,2,NO
2520761,BRAF,0,NO
1757260,BRAF,1,NO
1038635,BRAF,1,NO
1479480,BRAF,3,NO
1993505,BRAF,2,NO
2822899,BRAF,5,NO
2443521,BRAF,0,NO
2653848,BRAF,15,NO
2724392,BRAF,0,NO
2520714,BRAF,6,NO
2580634,BRAF,1,NO
1819999,BRAF,5,NO
1812891,BRAF,2,NO
889014,BRAF,1,NO
891588,BRAF,4,NO
2869839,BRAF,2,NO
2013673,BRAF,1,NO
1819983,BRAF,0,NO
1723478,BRAF,2,NO
2801325,BRAF,8,NO
1757063,BRAF,1,NO
1812718,BRAF,0,NO
1598311,BRAF,1,NO
1756992,BRAF,5,NO
1097992,BRAF,0,NO
2349512,BRAF,2,NO
1757287,BRAF,2,NO
2349521,BRAF,1,NO
1757115,BRAF,2,NO
1539820,BRAF,22,NO
685180,BRAF,5,NO
1686971,BRAF,2,NO
2801345,BRAF,1,NO
1136677,BRAF,4,NO
888310,BRAF,0,NO
1065543,BRAF,2,NO
2121653,BRAF,0,NO
1025875,BRAF,4,NO
684535,BRAF,2,NO
1423863,BRAF,0,NO
1103439,BRAF,1,NO
1686979,BRAF,2,NO
1673887,BRAF,2,NO
2349367,BRAF,0,NO
1838385,BRAF,0,NO
1675389,BRAF,1,NO
889127,BRAF,2,NO
2013613,BRAF,1,NO
1757179,BRAF,3,NO
1545634,BRAF,0,NO
1238002,BRAF,2,NO
2686478,BRAF,0,NO
2644362,BRAF,0,NO
2612667,BRAF,1,NO
2587196,BRAF,29,NO
889036,BRAF,8,NO
1812838,BRAF,0,NO
1026930,BRAF,1,NO
886641,BRAF,2,NO
1112819,BRAF,2,NO
686398,BRAF,1,NO
1941864,BRAF,0,NO
1150289,BRAF,0,NO
2366582,BRAF,3,NO
1467742,BRAF,78,NO
971873,BRAF,1,NO
1812459,BRAF,0,NO
2603692,BRAF,8,NO
1798047,BRAF,3,NO
2471422,BRAF,4,NO
1470124,BRAF,4,NO
1687021,BRAF,2,NO
1965397,BRAF,42,NO
1022519,BRAF,1,NO
2349837,BRAF,22,NO
1812561,BRAF,2,NO
2801334,BRAF,2,NO
1038707,BRAF,2,NO
1757218,BRAF,1,NO
1757017,BRAF,0,NO
2349479,BRAF,3,NO
1809625,BRAF,1,NO
1757283,BRAF,2,NO
890094,BRAF,1,NO
2007651,BRAF,0,NO
2587209,BRAF,4,NO
2349695,BRAF,1,NO
2121554,BRAF,3,NO
891603,BRAF,6,NO
1482444,BRAF,1,NO
1812707,BRAF,1,NO
1540362,BRAF,1,NO
2163812,BRAF,0,NO
2349690,BRAF,1,NO
2121612,BRAF,12,NO
906080,BRAF,4,NO
888841,BRAF,1,NO
1217258,BRAF,1,NO
1867721,BRAF,0,NO
1038672,BRAF,3,NO
1686898,BRAF,4,NO
684545,BRAF,3,NO
1481415,BRAF,4,NO
2520786,BRAF,2,NO
1335237,BRAF,3,NO
2443628,BRAF,5,NO
1065548,BRAF,1,NO
1942715,BRAF,2,NO
1867708,BRAF,1,NO
1757027,BRAF,1,NO
1097874,BRAF,2,NO
1248961,BRAF,0,NO
1756996,BRAF,0,NO
1819967,BRAF,4,NO
2349385,BRAF,0,NO
2760732,BRAF,2,NO
1812379,BRAF,1,NO
2520770,BRAF,0,NO
1112851,BRAF,1,NO
1470105,BRAF,3,NO
1038614,BRAF,4,NO
1598324,BRAF,3,NO
2603696,BRAF,0,NO
1812512,BRAF,4,NO
1819986,BRAF,1,NO
2263026,BRAF,3,NO
1797984,BRAF,11,NO
1863639,BRAF,1,NO
2520746,BRAF,3,NO
2730739,BRAF,1,NO
1757099,BRAF,1,NO
1065613,BRAF,4,NO
971896,BRAF,6,NO
1229483,BRAF,6,NO
1540066,BRAF,2,NO
1812351,BRAF,3,NO
2574521,BRAF,3,NO
2839433,BRAF,2,NO
2013635,BRAF,0,NO
1540351,BRAF,0,NO
2574595,BRAF,43,NO
686413,BRAF,6,NO
1757089,BRAF,7,NO
1819968,BRAF,3,NO
2720928,BRAF,3,NO
1299199,BRAF,2,NO
1112817,BRAF,1,NO
889050,BRAF,7,NO
1102550,BRAF,4,NO
684539,BRAF,0,NO
887731,BRAF,15,NO
1586021,BRAF,8,NO
1531338,BRAF,7,NO
2843097,BRAF,4,NO
2121624,BRAF,1,NO
2062383,BRAF,4,NO
1470129,BRAF,1,NO
2716579,BRAF,0,NO
1751751,BRAF,1,NO
2615082,BRAF,13,NO
1687003,BRAF,16,NO
2113665,BRAF,0,NO
1757141,BRAF,5,NO
2349459,BRAF,0,NO
1216986,BRAF,3,NO
2573644,BRAF,1,NO
2521268,BRAF,8,NO
2163770,BRAF,5,NO
1470145,BRAF,8,NO
2349608,BRAF,33,NO
1223362,BRAF,15,NO
1151110,BRAF,1,NO
2574585,BRAF,1,NO
1102547,BRAF,36,NO
1757267,BRAF,1,NO
1812852,BRAF,4,NO
2520829,BRAF,2,NO
887732,BRAF,1,NO
1819980,BRAF,1,NO
1515778,BRAF,6,NO
1545652,BRAF,2,NO
2151522,BRAF,2,NO
1065544,BRAF,3,NO
2573630,BRAF,0,NO
887665,BRAF,0,NO
683828,BRAF,11,NO
1723424,BRAF,4,NO
1813382,BRAF,6,NO
1757097,BRAF,2,NO
1299188,BRAF,7,NO
1751810,BRAF,4,NO
2349866,BRAF,9,NO
2349746,BRAF,2,NO
1812922,BRAF,1,NO
1820062,BRAF,13,NO
1150304,BRAF,2,NO
2088289,BRAF,13,NO
1686972,BRAF,4,NO
2349751,BRAF,4,NO
1584537,BRAF,11,NO
1065579,BRAF,10,NO
2614959,BRAF,2,NO
1812383,BRAF,0,NO
2141831,BRAF,3,NO
1540432,BRAF,2,NO
2121503,BRAF,6,NO
